txn_id,account_id,customer_id,txn_time,txn_type,amount,currency,channel,status,_ingest_ts
BTX000082,ACC00046,CUST00046,2026-04-08 12:58:01,Dr,84243.45,INR,CHEQUE,SUCCESS,2026-04-28 04:37:54
BTX000083,ACC00097,CUST00097,2026-04-14 16:17:42,Cr,7623.91,INR,CHEQUE,FAILED,2026-04-28 04:37:54
BTX000084,ACC00225,CUST00225,2026-04-27 03:09:01,DEBIT,343548.67,INR,IMPS,PENDING,2026-04-28 04:37:54
BTX000085,ACC00283,CUST00283,2026-04-11 06:52:47,CREDIT,1262.91,INR,BRANCH,SUCCESS,2026-04-28 04:37:54
BTX000086,ACC00362,CUST00362,2026-04-06 18:31:24,Cr,5557.52,INR,CHEQUE,SUCCESS,2026-04-28 04:37:54
BTX000087,ACC00443,CUST00443,2026-03-31 13:27:44,Dr,7898.4,INR,UPI,PENDING,2026-04-28 04:37:54
BTX000088,ACC00429,CUST00429,2026-04-16 23:20:25,debit,4894.98,INR,CHEQUE,SUCCESS,2026-04-28 04:37:54
BTX000089,ACC00165,CUST00165,2026-04-25 11:22:09,C,8574.53,INR,INTERNET_BANKING,SUCCESS,2026-04-28 04:37:54
BTX000090,ACC00468,CUST00468,2026-04-23 17:02:36,DB,298131.46,INR,CHEQUE,SUCCESS,2026-04-28 04:37:54
BTX000091,ACC00052,CUST00052,2026-04-25 18:44:27,Cr,-8572.86,INR,IMPS,SUCCESS,2026-04-28 04:37:54
BTX000092,ACC00497,CUST00497,2026-04-06 15:17:38,Dr,8532.48,INR,CHEQUE,SUCCESS,2026-04-28 04:37:54
BTX000093,ACC00321,CUST00321,2026-04-20 20:33:28,DEBIT,2424.23,INR,POS,FAILED,2026-04-28 04:37:54
BTX000094,ACC00223,CUST00223,2026-04-02 01:23:49,CREDIT,6970.61,USD,INTERNET_BANKING,SUCCESS,2026-04-28 04:37:54
BTX000095,ACC00192,CUST00192,2026-04-11 08:53:27,Dr,7945.94,INR,NEFT,SUCCESS,2026-04-28 04:37:54
BTX000096,ACC00318,CUST00318,2026-04-19 12:09:52,C,4665.38,INR,,SUCCESS,2026-04-28 04:37:54
BTX000097,ACC00412,CUST00412,2026-04-12 14:21:28,debit,9457.83,GBP,MOBILE_BANKING,SUCCESS,2026-04-28 04:37:54
BTX000098,ACC00433,CUST00433,2026-04-07 11:02:48,Cr,3875.51,INR,POS,SUCCESS,2026-04-28 04:37:54
BTX000099,ACC00425,CUST00425,2026-04-19 16:54:54,C,80048.05,XXX,POS,FAILED,2026-04-28 04:37:54
BTX000100,ACC00181,CUST00181,2026-04-06 00:50:33,Debit,7237.19,INR,IMPS,SUCCESS,2026-04-28 04:37:54
BTX000101,ACC00322,CUST00322,2026-04-18 05:57:44,Cr,3712.13,INR,POS,PENDING,2026-04-28 04:37:54
BTX000102,ACC00090,CUST00090,2026-04-04 09:28:28,Credit,9143.52,INR,POS,SUCCESS,2026-04-28 04:37:54
BTX000103,ACC00152,CUST00152,2026-04-21 15:29:01,Cr,156302.81,XXX,CHEQUE,PENDING,2026-04-28 04:37:54
BTX000104,ACC00203,CUST00203,2026-03-29 13:12:01,Cr,7515.21,INR,MOBILE_BANKING,SUCCESS,2026-04-28 04:37:54
BTX000105,ACC00056,CUST00056,2026-04-19 12:07:55,C,60526.66,EUR,NEFT,SUCCESS,2026-04-28 04:37:54
BTX000106,ACC00466,CUST00466,2026-04-20 14:19:20,CREDIT,9467.99,INR,BRANCH,SUCCESS,2026-04-28 04:37:54
BTX000107,ACC00455,CUST00455,2026-04-15 09:02:23,Credit,7457.09,XXX,IMPS,SUCCESS,2026-04-28 04:37:54
BTX000108,ACC00427,CUST00427,2026-04-14 00:04:11,DEBIT,2250.97,INR,ATM,PENDING,2026-04-28 04:37:54
BTX000109,ACC00352,CUST00352,2026-04-09 22:35:35,Credit,2831.23,XXX,NEFT,SUCCESS,2026-04-28 04:37:54
BTX000110,ACC00328,CUST00328,2026-04-17 04:41:44,Credit,1346.65,INR,NEFT,SUCCESS,2026-04-28 04:37:54
BTX000111,ACC00111,CUST00111,2026-04-24 11:59:43,debit,63638.35,INR,IMPS,FAILED,2026-04-28 04:37:54
BTX000112,ACC00409,CUST00409,2026-04-03 08:20:49,DEBIT,3646.6,INR,INTERNET_BANKING,SUCCESS,2026-04-28 04:37:54
BTX000113,ACC00027,CUST00027,2026-04-03 04:04:27,CREDIT,52862.14,INR,CHEQUE,SUCCESS,2026-04-28 04:37:54
BTX000114,ACC00258,CUST00258,2026-04-05 23:40:40,DB,4634.62,USD,BRANCH,SUCCESS,2026-04-28 04:37:54
BTX000115,ACC00056,CUST00056,2026-04-14 03:36:22,CREDIT,38990.06,INR,IMPS,PENDING,2026-04-28 04:37:54
BTX000116,ACC00300,CUST00300,2026-04-16 02:58:18,C,4591.78,INR,NEFT,SUCCESS,2026-04-28 04:37:54
BTX000117,ACC00336,CUST00336,2026-04-18 22:24:49,credit,8892.1,INR,BRANCH,SUCCESS,2026-04-28 04:37:54
BTX000118,ACC00049,CUST00049,2026-04-08 17:58:36,Debit,1611.13,USD,NEFT,SUCCESS,2026-04-28 04:37:54
BTX000119,ACC00050,CUST00050,2026-04-22 04:01:45,debit,5906.0,INR,INTERNET_BANKING,SUCCESS,2026-04-28 04:37:54
BTX000120,ACC00182,CUST00182,2026-04-26 02:26:21,CR,2947.53,INR,NEFT,SUCCESS,2026-04-28 04:37:54
BTX000121,ACC00080,CUST00080,2026-04-19 19:52:48,CREDIT,5607.03,INR,POS,SUCCESS,2026-04-28 04:37:54
BTX000122,ACC00220,CUST00220,2026-04-25 22:27:46,C,6462.72,INR,POS,SUCCESS,2026-04-28 04:37:54
BTX000123,ACC00360,CUST00360,2026-04-22 14:36:15,Credit,-1388.36,INR,MOBILE_BANKING,SUCCESS,2026-04-28 04:37:54
BTX000124,ACC00325,CUST00325,2026-03-29 07:25:27,credit,4591.09,INR,POS,SUCCESS,2026-04-28 04:37:54
BTX000125,ACC00483,CUST00483,2026-04-16 23:43:50,DEBIT,7568.92,INR,NEFT,PENDING,2026-04-28 04:37:54
BTX000126,ACC00218,CUST00218,2026-04-14 00:06:20,Debit,5172.23,INR,NEFT,PENDING,2026-04-28 04:37:54
BTX000127,ACC00304,CUST00304,2026-04-13 21:20:13,DEBIT,9846.01,INR,ATM,PENDING,2026-04-28 04:37:54
BTX000128,ACC00393,CUST00393,2026-04-02 12:56:14,CREDIT,-2604.56,INR,MOBILE_BANKING,SUCCESS,2026-04-28 04:37:54
BTX000129,ACC00257,CUST00257,2026-04-16 02:29:16,CREDIT,7446.21,INR,BRANCH,SUCCESS,2026-04-28 04:37:54
BTX000130,ACC00295,CUST00295,2026-04-11 23:03:39,DB,1240.22,INR,INTERNET_BANKING,FAILED,2026-04-28 04:37:54
BTX000131,ACC00317,CUST00317,2026-04-13 03:36:17,CREDIT,1148.05,INR,MOBILE_BANKING,SUCCESS,2026-04-28 04:37:54
BTX000132,ACC00446,CUST00446,2026-04-08 03:59:08,Credit,16874.14,INR,CHEQUE,SUCCESS,2026-04-28 04:37:54
BTX000133,ACC00398,CUST00398,2026-04-09 16:24:46,DB,31264.2,INR,ATM,FAILED,2026-04-28 04:37:54
BTX000134,ACC00390,CUST00390,2026-04-23 00:42:05,DB,7569.01,INR,BRANCH,SUCCESS,2026-04-28 04:37:54
BTX000135,ACC00290,CUST00290,2026-04-19 01:17:14,DB,4453.65,INR,POS,PENDING,2026-04-28 04:37:54
BTX000136,ACC00181,,2026-04-14 06:57:23,Cr,3750.5,INR,NEFT,SUCCESS,2026-04-28 04:37:54
BTX000137,ACC00197,CUST00197,2026-04-12 23:13:44,CR,50476.03,INR,ATM,PENDING,2026-04-28 04:37:54
BTX000138,ACC00257,CUST00257,2026-04-02 06:06:00,Credit,133731.65,INR,UPI,FAILED,2026-04-28 04:37:54
BTX000139,ACC00225,CUST00225,2026-04-14 21:17:04,Credit,2900.65,INR,INTERNET_BANKING,SUCCESS,2026-04-28 04:37:54
BTX000140,ACC00405,CUST00405,2026-04-19 00:58:58,Credit,6815.96,INR,IMPS,PENDING,2026-04-28 04:37:54
BTX000141,ACC00340,CUST00340,2026-04-02 15:57:35,CR,1376.62,INR,NEFT,PENDING,2026-04-28 04:37:54
BTX000142,ACC00330,CUST00330,2026-04-23 15:30:02,DB,9476.38,USD,MOBILE_BANKING,SUCCESS,2026-04-28 04:37:54
BTX000143,ACC00186,CUST00186,2026-04-07 09:51:15,Cr,9999.77,INR,POS,SUCCESS,2026-04-28 04:37:54
BTX000144,ACC00277,CUST00277,2026-04-25 04:34:27,DEBIT,8776.29,INR,MOBILE_BANKING,FAILED,2026-04-28 04:37:54
BTX000145,ACC00426,CUST00426,2026-04-21 00:29:51,debit,532.56,INR,ATM,SUCCESS,2026-04-28 04:37:54
BTX000146,ACC00386,CUST00386,2026-04-21 18:52:28,credit,8105.38,INR,ATM,PENDING,2026-04-28 04:37:54
BTX000147,ACC00293,CUST00293,2026-04-12 19:27:12,Dr,4244.74,INR,ATM,SUCCESS,2026-04-28 04:37:54
BTX000148,ACC00129,CUST00129,2026-03-31 01:08:49,Credit,1115.64,INR,NEFT,PENDING,2026-04-28 04:37:54
BTX000149,ACC00083,CUST00083,2026-04-06 19:35:26,debit,18254.22,XXX,INTERNET_BANKING,SUCCESS,2026-04-28 04:37:54
BTX000150,ACC00203,CUST00203,2026-04-14 15:53:18,CREDIT,379.06,GBP,IMPS,FAILED,2026-04-28 04:37:54
BTX000151,ACC00470,CUST00470,2026-04-24 20:22:47,debit,52219.91,INR,NEFT,SUCCESS,2026-04-28 04:37:54
BTX000152,ACC00428,CUST00428,2026-04-02 22:24:32,D,7784.11,INR,NEFT,SUCCESS,2026-04-28 04:37:54
BTX000153,ACC00328,CUST00328,2026-04-24 00:06:58,CREDIT,54984.63,INR,CHEQUE,SUCCESS,2026-04-28 04:37:54
BTX000154,ACC00074,CUST00074,2026-04-07 17:38:33,Credit,4224.02,INR,NEFT,SUCCESS,2026-04-28 04:37:54
BTX000155,ACC00035,CUST00035,2026-04-28 21:12:26,D,3965.49,INR,MOBILE_BANKING,PENDING,2026-04-28 04:37:54
BTX000156,ACC00009,CUST00009,2026-04-09 07:00:09,CR,1126.27,INR,INTERNET_BANKING,FAILED,2026-04-28 04:37:54
BTX000157,ACC00280,CUST00280,2026-04-09 00:49:47,DB,6984.35,INR,IMPS,SUCCESS,2026-04-28 04:37:54
BTX000158,ACC00484,CUST00484,2026-04-12 05:56:06,DEBIT,89721.13,INR,POS,SUCCESS,2026-04-28 04:37:54
BTX000159,ACC00418,CUST00418,2026-04-15 19:53:56,DB,3634.04,INR,INTERNET_BANKING,PENDING,2026-04-28 04:37:54
BTX000160,ACC00189,CUST00189,2026-04-11 17:25:22,Dr,1949.49,INR,INTERNET_BANKING,SUCCESS,2026-04-28 04:37:54
BTX000161,ACC00043,CUST00043,2026-04-21 17:43:21,C,172182.59,INR,NEFT,SUCCESS,2026-04-28 04:37:54
BTX000162,ACC00152,CUST00152,2026-04-07 19:16:39,Dr,4494.69,INR,INTERNET_BANKING,SUCCESS,2026-04-28 04:37:54
BTX000163,ACC00141,CUST00141,2026-04-18 05:42:36,DB,5179.55,INR,IMPS,SUCCESS,2026-04-28 04:37:54
BTX000164,ACC00312,CUST00312,2026-04-19 18:40:02,CREDIT,6487.11,INR,UPI,SUCCESS,2026-04-28 04:37:54
BTX000165,ACC00231,CUST00231,2026-04-28 16:01:22,CREDIT,5341.65,INR,POS,FAILED,2026-04-28 04:37:54
BTX000166,ACC00014,CUST00014,2026-04-21 10:09:27,Dr,20598.49,INR,BRANCH,FAILED,2026-04-28 04:37:54
BTX000167,ACC00147,CUST00147,2026-04-20 19:50:01,debit,50683.84,INR,BRANCH,SUCCESS,2026-04-28 04:37:54
BTX000168,ACC00496,CUST00496,2026-04-25 15:20:16,CR,5467.5,INR,IMPS,SUCCESS,2026-04-28 04:37:54
BTX000169,ACC00359,CUST00359,2026-04-18 10:28:17,D,9852.81,INR,ATM,SUCCESS,2026-04-28 04:37:54
BTX000170,ACC00284,CUST00284,2026-04-16 16:07:45,D,8854.04,INR,MOBILE_BANKING,SUCCESS,2026-04-28 04:37:54
BTX000171,ACC00270,CUST00270,2026-04-11 18:30:30,CREDIT,3238.57,INR,BRANCH,SUCCESS,2026-04-28 04:37:54
BTX000172,ACC00066,CUST00066,2026-04-26 22:18:31,debit,21612.97,INR,UPI,SUCCESS,2026-04-28 04:37:54
BTX000173,ACC00156,CUST00156,2026-04-03 09:58:53,CR,9480.08,INR,POS,SUCCESS,2026-04-28 04:37:54
BTX000174,ACC00326,CUST00326,2026-04-28 21:55:02,DB,5381.43,INR,IMPS,SUCCESS,2026-04-28 04:37:54
BTX000175,ACC00079,CUST00079,2026-04-04 02:17:40,C,9246.9,INR,UPI,SUCCESS,2026-04-28 04:37:54
BTX000176,ACC00329,CUST00329,2026-04-22 22:54:35,credit,47492.81,INR,BRANCH,SUCCESS,2026-04-28 04:37:54
BTX000177,ACC00329,CUST00329,2026-04-28 14:08:09,DB,4590.09,INR,IMPS,SUCCESS,2026-04-28 04:37:54
BTX000178,ACC00238,CUST00238,2026-04-04 15:16:03,Credit,38738.48,GBP,MOBILE_BANKING,FAILED,2026-04-28 04:37:54
BTX000179,ACC00264,CUST00264,2026-04-15 07:58:09,Cr,4551.0,INR,UPI,PENDING,2026-04-28 04:37:54
BTX000180,ACC00443,CUST00443,2026-04-17 17:53:49,debit,94037.64,INR,ATM,FAILED,2026-04-28 04:37:54
BTX000181,ACC00264,CUST00264,2026-04-12 20:34:13,Cr,0.0,XXX,ATM,FAILED,2026-04-28 04:37:54
BTX000182,ACC00025,CUST00025,2026-03-30 14:09:32,DB,2928.91,INR,NEFT,SUCCESS,2026-04-28 04:37:54
BTX000183,ACC00136,CUST00136,2026-04-21 16:26:19,Credit,606.46,INR,INTERNET_BANKING,SUCCESS,2026-04-28 04:37:54
BTX000184,ACC00198,CUST00198,2026-04-14 19:26:29,Debit,66091.74,INR,IMPS,SUCCESS,2026-04-28 04:37:54
BTX000185,ACC00407,CUST00407,2026-04-08 22:01:42,debit,5140.31,INR,UPI,SUCCESS,2026-04-28 04:37:54
BTX000186,ACC00171,CUST00171,2026-04-23 20:11:23,debit,5203.51,INR,INTERNET_BANKING,FAILED,2026-04-28 04:37:54
BTX000187,ACC00316,CUST00316,2026-04-21 14:15:15,D,57910.58,INR,POS,SUCCESS,2026-04-28 04:37:54
BTX000188,ACC00189,CUST00189,2026-04-09 01:45:20,C,8997.79,INR,UPI,SUCCESS,2026-04-28 04:37:54
BTX000189,ACC00496,CUST00496,2026-04-18 23:14:08,CR,4856.44,INR,MOBILE_BANKING,FAILED,2026-04-28 04:37:54
BTX000190,ACC00125,CUST00125,2026-03-30 23:22:01,credit,-6894.44,INR,ATM,SUCCESS,2026-04-28 04:37:54
BTX000191,ACC00314,CUST00314,2026-04-27 20:33:48,CR,7087.17,INR,CHEQUE,PENDING,2026-04-28 04:37:54
BTX000192,ACC00245,CUST00245,2026-04-14 16:58:05,Cr,40809.43,INR,POS,SUCCESS,2026-04-28 04:37:54
BTX000193,ACC00491,CUST00491,2026-04-05 13:13:13,credit,492904.12,INR,ATM,SUCCESS,2026-04-28 04:37:54
BTX000194,ACC00163,CUST00163,2026-04-13 16:13:53,CR,1306.55,INR,MOBILE_BANKING,SUCCESS,2026-04-28 04:37:54
BTX000195,ACC00489,CUST00489,2026-04-22 08:55:56,Debit,131611.77,GBP,BRANCH,FAILED,2026-04-28 04:37:54
BTX000196,ACC00276,CUST00276,2026-04-06 22:22:11,debit,7434.82,INR,UPI,SUCCESS,2026-04-28 04:37:54
BTX000197,ACC00116,CUST00116,2026-04-18 11:41:00,Dr,4776.8,INR,IMPS,SUCCESS,2026-04-28 04:37:54
BTX000198,ACC00476,CUST00476,2026-04-03 18:19:53,Cr,2074.61,GBP,POS,SUCCESS,2026-04-28 04:37:54
BTX000199,ACC00394,CUST00394,2026-04-01 01:14:08,D,86529.98,INR,IMPS,SUCCESS,2026-04-28 04:37:54
BTX000200,ACC00091,CUST00091,2026-04-27 06:31:19,Cr,7515.13,INR,POS,SUCCESS,2026-04-28 04:37:54
BTX000201,ACC00291,CUST00291,2026-04-17 08:37:15,Debit,6448.99,INR,IMPS,SUCCESS,2026-04-28 04:37:54
BTX000202,ACC00099,CUST00099,2026-04-23 07:59:04,CR,2646.92,INR,INTERNET_BANKING,PENDING,2026-04-28 04:37:54
BTX000203,ACC00388,CUST00388,2026-04-04 10:17:48,DB,84429.08,INR,NEFT,SUCCESS,2026-04-28 04:37:54
BTX000204,ACC00095,CUST00095,2026-04-02 19:58:53,credit,-6202.61,INR,POS,PENDING,2026-04-28 04:37:54
