txn_id,account_id,customer_id,txn_time,txn_type,amount,currency,channel,status,_ingest_ts
ITX000062,ACC00392,CUST00392,2026-05-23 03:16:48,credit,9792.99,INR,IMPS,SUCCESS,2026-04-28 04:37:54
ITX000063,ACC00246,CUST00246,2026-05-25 10:29:26,Debit,8832.47,INR,NEFT,SUCCESS,2026-04-28 04:37:54
ITX000064,ACC00370,CUST00370,2026-05-21 19:47:54,DEBIT,2216.14,INR,IMPS,SUCCESS,2026-04-28 04:37:54
ITX000065,ACC00118,CUST00118,2026-05-02 01:46:57,Debit,2859.57,EUR,IMPS,SUCCESS,2026-04-28 04:37:54
ITX000066,ACC00383,CUST00383,2026-04-30 07:04:17,C,2043.2,INR,IMPS,SUCCESS,2026-04-28 04:37:54
ITX000067,ACC00007,CUST00007,2026-05-01 06:18:07,DEBIT,7172.5,INR,IMPS,FAILED,2026-04-28 04:37:54
ITX000068,ACC00255,CUST00255,2026-05-08 09:22:50,CREDIT,7206.74,INR,IMPS,SUCCESS,2026-04-28 04:37:54
ITX000069,ACC00172,CUST00172,2026-05-25 06:04:10,Dr,6853.6,INR,INTERNET_BANKING,SUCCESS,2026-04-28 04:37:54
ITX000070,ACC00119,CUST00119,2026-05-26 19:07:23,Credit,5887.17,INR,ATM,FAILED,2026-04-28 04:37:54
ITX000071,ACC00351,CUST00351,2026-04-28 00:48:32,CREDIT,8846.26,INR,NEFT,SUCCESS,2026-04-28 04:37:54
ITX000072,ACC00443,CUST00443,2026-05-16 06:33:04,C,57779.73,INR,UPI,PENDING,2026-04-28 04:37:54
ITX000073,ACC00495,CUST00495,2026-05-20 22:30:11,CREDIT,3979.63,INR,NEFT,FAILED,2026-04-28 04:37:54
ITX000074,ACC00215,CUST00215,2026-05-12 05:09:57,Credit,8859.5,XXX,MOBILE_BANKING,SUCCESS,2026-04-28 04:37:54
ITX000075,ACC00450,CUST00450,2026-05-25 06:02:08,CR,1614.42,INR,MOBILE_BANKING,PENDING,2026-04-28 04:37:54
ITX000076,ACC00156,CUST00156,2026-05-15 14:27:42,Debit,458.16,XXX,ATM,SUCCESS,2026-04-28 04:37:54
ITX000077,ACC00395,CUST00395,2026-05-04 02:52:30,Dr,3092.78,INR,IMPS,SUCCESS,2026-04-28 04:37:54
ITX000078,ACC00434,CUST00434,2026-05-02 16:46:21,CREDIT,9689.71,INR,MOBILE_BANKING,SUCCESS,2026-04-28 04:37:54
ITX000079,ACC00425,CUST00425,2026-05-20 15:19:29,CR,6767.71,INR,CHEQUE,SUCCESS,2026-04-28 04:37:54
ITX000080,ACC00489,CUST00489,2026-04-28 22:25:25,C,347079.7,INR,MOBILE_BANKING,FAILED,2026-04-28 04:37:54
ITX000081,ACC00371,CUST00371,2026-05-07 02:43:36,C,3864.64,INR,CHEQUE,PENDING,2026-04-28 04:37:54
ITX000082,ACC00455,CUST00455,2026-05-02 03:56:23,debit,70003.94,INR,ATM,FAILED,2026-04-28 04:37:54
ITX000083,ACC00487,CUST00487,2026-05-03 06:29:38,credit,7093.42,INR,CHEQUE,SUCCESS,2026-04-28 04:37:54
ITX000084,ACC00192,CUST00192,2026-05-20 13:01:49,Cr,45136.39,INR,POS,SUCCESS,2026-04-28 04:37:54
ITX000085,ACC00233,CUST00233,2026-05-09 23:23:51,CR,34142.6,INR,INTERNET_BANKING,FAILED,2026-04-28 04:37:54
ITX000086,ACC00123,CUST00123,2026-05-10 16:14:24,Debit,9318.81,INR,CHEQUE,SUCCESS,2026-04-28 04:37:54
ITX000087,ACC00033,CUST00033,2026-05-10 11:35:11,debit,3498.25,INR,CHEQUE,SUCCESS,2026-04-28 04:37:54
ITX000088,ACC00294,CUST00294,2026-05-08 00:36:13,D,3482.74,INR,IMPS,PENDING,2026-04-28 04:37:54
ITX000089,ACC00191,CUST00191,2026-05-15 17:03:13,Cr,8549.14,INR,BRANCH,PENDING,2026-04-28 04:37:54
ITX000090,ACC00189,CUST00189,2026-05-22 03:15:01,Debit,1313.14,INR,UPI,SUCCESS,2026-04-28 04:37:54
ITX000091,ACC00334,CUST00334,2026-05-14 22:50:09,debit,426631.21,INR,INTERNET_BANKING,PENDING,2026-04-28 04:37:54
ITX000092,ACC00415,CUST00415,2026-04-28 19:14:20,credit,4633.19,INR,UPI,SUCCESS,2026-04-28 04:37:54
ITX000093,ACC00352,CUST00352,2026-05-20 08:09:27,Credit,22787.99,INR,INTERNET_BANKING,SUCCESS,2026-04-28 04:37:54
ITX000094,ACC00048,CUST00048,2026-05-26 21:55:14,debit,8174.89,INR,,SUCCESS,2026-04-28 04:37:54
ITX000095,ACC00259,CUST00259,2026-05-22 18:54:11,DB,6819.25,INR,BRANCH,FAILED,2026-04-28 04:37:54
ITX000096,ACC00084,CUST00084,2026-05-25 01:37:46,DB,0.0,INR,INTERNET_BANKING,SUCCESS,2026-04-28 04:37:54
ITX000097,ACC00114,CUST00114,2026-05-25 19:07:22,debit,4063.02,INR,ATM,FAILED,2026-04-28 04:37:54
ITX000098,ACC00058,CUST00058,2026-05-05 06:19:46,DEBIT,66636.98,INR,IMPS,SUCCESS,2026-04-28 04:37:54
ITX000099,ACC00033,CUST00033,2026-04-27 15:58:35,D,551.74,INR,IMPS,SUCCESS,2026-04-28 04:37:54
ITX000100,ACC00092,CUST00092,2026-05-20 08:42:13,debit,6659.42,USD,MOBILE_BANKING,SUCCESS,2026-04-28 04:37:54
ITX000101,ACC00117,CUST00117,2026-05-27 23:22:44,CREDIT,29585.5,INR,NEFT,SUCCESS,2026-04-28 04:37:54
ITX000102,ACC00466,CUST00466,2026-04-28 10:45:06,Dr,3575.54,INR,MOBILE_BANKING,FAILED,2026-04-28 04:37:54
ITX000103,ACC00014,CUST00014,2026-05-17 00:49:30,CR,4897.93,INR,IMPS,SUCCESS,2026-04-28 04:37:54
ITX000104,ACC00316,CUST00316,2026-05-09 02:21:07,credit,1592.69,INR,BRANCH,FAILED,2026-04-28 04:37:54
ITX000105,ACC00098,CUST00098,2026-05-25 21:16:32,debit,-6400.45,INR,ATM,PENDING,2026-04-28 04:37:54
ITX000106,ACC00117,CUST00117,2026-05-10 17:43:26,Credit,287816.97,INR,UPI,SUCCESS,2026-04-28 04:37:54
ITX000107,ACC00024,CUST00024,2026-05-13 10:02:32,Cr,20871.39,INR,IMPS,FAILED,2026-04-28 04:37:54
ITX000108,ACC00051,CUST00051,2026-04-27 19:45:03,Dr,6483.58,EUR,CHEQUE,SUCCESS,2026-04-28 04:37:54
ITX000109,ACC00493,CUST00493,2026-05-03 02:43:48,Cr,8433.96,INR,POS,SUCCESS,2026-04-28 04:37:54
ITX000110,ACC00400,CUST00400,2026-05-09 19:50:14,Cr,21792.17,INR,ATM,SUCCESS,2026-04-28 04:37:54
ITX000111,ACC00073,CUST00073,2026-05-27 10:36:39,D,-8949.31,INR,POS,FAILED,2026-04-28 04:37:54
ITX000112,ACC00344,CUST00344,2026-05-25 04:14:03,CR,99173.12,INR,IMPS,FAILED,2026-04-28 04:37:54
ITX000113,ACC00182,CUST00182,2026-05-09 06:02:05,C,235013.54,INR,UPI,SUCCESS,2026-04-28 04:37:54
ITX000114,ACC00460,CUST00460,2026-05-18 04:08:49,credit,6512.77,INR,POS,SUCCESS,2026-04-28 04:37:54
ITX000115,ACC00252,CUST00252,2026-05-05 08:30:09,DEBIT,3221.03,INR,POS,SUCCESS,2026-04-28 04:37:54
ITX000116,ACC00166,CUST00166,2026-05-01 05:34:36,CREDIT,3915.13,INR,UPI,SUCCESS,2026-04-28 04:37:54
ITX000117,ACC00340,CUST00340,2026-05-09 12:14:47,CR,3717.21,INR,POS,SUCCESS,2026-04-28 04:37:54
ITX000118,ACC00164,CUST00164,2026-05-05 22:42:45,debit,363875.29,INR,MOBILE_BANKING,SUCCESS,2026-04-28 04:37:54
ITX000119,ACC00040,CUST00040,2026-05-16 01:59:15,Dr,5738.8,INR,MOBILE_BANKING,SUCCESS,2026-04-28 04:37:54
ITX000120,ACC00303,CUST00303,2026-05-07 19:13:25,Credit,15417.83,INR,IMPS,SUCCESS,2026-04-28 04:37:54
ITX000121,ACC00223,CUST00223,2026-05-03 01:37:58,C,54651.74,INR,NEFT,FAILED,2026-04-28 04:37:54
ITX000122,ACC00482,CUST00482,2026-05-03 22:53:42,CR,9471.69,INR,CHEQUE,SUCCESS,2026-04-28 04:37:54
ITX000123,ACC00208,CUST00208,2026-04-28 23:11:24,credit,4320.99,INR,ATM,SUCCESS,2026-04-28 04:37:54
ITX000124,ACC00395,CUST00395,2026-05-02 09:06:35,Dr,380.35,XXX,CHEQUE,SUCCESS,2026-04-28 04:37:54
ITX000125,ACC00431,CUST00431,2026-05-17 11:18:37,C,72845.52,INR,NEFT,SUCCESS,2026-04-28 04:37:54
ITX000126,ACC00395,CUST00395,2026-05-09 14:57:06,DEBIT,368845.4,INR,INTERNET_BANKING,FAILED,2026-04-28 04:37:54
ITX000127,ACC00075,CUST00075,2026-04-28 09:45:31,CREDIT,332.84,INR,MOBILE_BANKING,PENDING,2026-04-28 04:37:54
ITX000128,ACC00289,CUST00289,2026-05-17 19:29:52,Debit,7138.57,INR,MOBILE_BANKING,SUCCESS,2026-04-28 04:37:54
ITX000129,ACC00157,CUST00157,2026-05-06 22:20:42,Dr,3047.66,INR,BRANCH,PENDING,2026-04-28 04:37:54
ITX000130,ACC00046,CUST00046,2026-05-10 11:02:50,Credit,9907.02,INR,INTERNET_BANKING,SUCCESS,2026-04-28 04:37:54
ITX000131,ACC00126,CUST00126,2026-05-08 15:22:08,Cr,5929.75,INR,POS,SUCCESS,2026-04-28 04:37:54
ITX000132,ACC00096,CUST00096,2026-05-27 19:05:59,CREDIT,60888.94,INR,MOBILE_BANKING,FAILED,2026-04-28 04:37:54
ITX000133,ACC00026,CUST00026,2026-05-19 16:15:23,CR,-6356.73,INR,CHEQUE,FAILED,2026-04-28 04:37:54
ITX000134,ACC00346,CUST00346,2026-05-03 17:57:09,CREDIT,65267.34,GBP,MOBILE_BANKING,PENDING,2026-04-28 04:37:54
ITX000135,ACC00212,CUST00212,2026-05-18 17:53:13,Credit,88719.31,GBP,ATM,PENDING,2026-04-28 04:37:54
ITX000136,ACC00403,CUST00403,2026-04-29 14:17:01,Dr,6074.46,INR,ATM,SUCCESS,2026-04-28 04:37:54
ITX000137,ACC00133,CUST00133,2026-05-05 23:06:12,credit,2769.43,INR,UPI,SUCCESS,2026-04-28 04:37:54
ITX000138,ACC00429,CUST00429,2026-05-19 03:13:04,debit,5973.88,INR,IMPS,SUCCESS,2026-04-28 04:37:54
ITX000139,ACC00371,CUST00371,2026-05-26 11:14:36,D,8835.13,INR,POS,SUCCESS,2026-04-28 04:37:54
ITX000140,ACC00054,CUST00054,2026-05-27 05:35:42,C,705.92,INR,BRANCH,SUCCESS,2026-04-28 04:37:54
ITX000141,ACC00155,CUST00155,2026-05-25 21:00:06,Debit,7865.25,INR,BRANCH,SUCCESS,2026-04-28 04:37:54
ITX000142,ACC00399,CUST00399,2026-05-01 05:52:54,DEBIT,5710.18,INR,MOBILE_BANKING,SUCCESS,2026-04-28 04:37:54
ITX000143,ACC00313,CUST00313,2026-05-04 22:41:46,DEBIT,7399.24,INR,IMPS,SUCCESS,2026-04-28 04:37:54
ITX000144,ACC00443,CUST00443,2026-05-11 15:32:19,Credit,5989.57,INR,INTERNET_BANKING,SUCCESS,2026-04-28 04:37:54
ITX000145,ACC00242,CUST00242,2026-05-27 05:13:21,CREDIT,64853.55,GBP,INTERNET_BANKING,SUCCESS,2026-04-28 04:37:54
ITX000146,ACC00133,CUST00133,2026-05-19 15:03:18,credit,2305.94,INR,INTERNET_BANKING,SUCCESS,2026-04-28 04:37:54
ITX000147,ACC00152,CUST00152,2026-05-25 09:50:47,Dr,6740.41,INR,ATM,FAILED,2026-04-28 04:37:54
ITX000148,ACC00150,CUST00150,2026-05-02 13:04:07,DB,3082.45,INR,MOBILE_BANKING,SUCCESS,2026-04-28 04:37:54
ITX000149,ACC00346,CUST00346,2026-05-23 02:03:44,D,12940.26,INR,INTERNET_BANKING,SUCCESS,2026-04-28 04:37:54
ITX000150,ACC00073,CUST00073,2026-05-15 13:02:42,C,161196.26,INR,NEFT,SUCCESS,2026-04-28 04:37:54
ITX000151,ACC00250,CUST00250,2026-05-11 13:42:23,Debit,471.64,INR,INTERNET_BANKING,SUCCESS,2026-04-28 04:37:54
ITX000152,ACC00275,CUST00275,2026-05-22 15:41:04,debit,64855.18,INR,MOBILE_BANKING,PENDING,2026-04-28 04:37:54
ITX000153,ACC00385,CUST00385,2026-05-08 04:33:42,debit,1421.42,EUR,UPI,FAILED,2026-04-28 04:37:54
ITX000154,ACC00170,CUST00170,2026-05-09 22:44:07,credit,30674.96,INR,POS,SUCCESS,2026-04-28 04:37:54
ITX000155,ACC00035,CUST00035,2026-05-21 02:45:36,Dr,42868.01,INR,BRANCH,SUCCESS,2026-04-28 04:37:54
ITX000156,ACC00245,CUST00245,2026-05-17 00:00:42,Credit,7509.09,INR,INTERNET_BANKING,FAILED,2026-04-28 04:37:54
ITX000157,ACC00483,CUST00483,2026-05-25 10:36:08,CR,7718.87,INR,IMPS,FAILED,2026-04-28 04:37:54
ITX000158,ACC00139,CUST00139,2026-05-19 08:40:02,D,774.2,USD,NEFT,SUCCESS,2026-04-28 04:37:54
ITX000159,ACC00491,CUST00491,2026-05-03 02:29:02,Debit,3795.67,INR,MOBILE_BANKING,PENDING,2026-04-28 04:37:54
ITX000160,ACC00280,CUST00280,2026-05-12 04:27:00,Cr,6940.74,INR,POS,SUCCESS,2026-04-28 04:37:54
ITX000161,ACC00403,CUST00403,2026-05-24 00:37:49,debit,14504.18,INR,CHEQUE,FAILED,2026-04-28 04:37:54
ITX000162,ACC00472,CUST00472,2026-05-11 09:28:37,Cr,3460.84,INR,NEFT,FAILED,2026-04-28 04:37:54
ITX000163,ACC00307,CUST00307,2026-04-28 23:28:38,Credit,7606.67,INR,POS,SUCCESS,2026-04-28 04:37:54
ITX000164,ACC00076,CUST00076,2026-05-27 12:09:09,DB,5776.69,EUR,NEFT,FAILED,2026-04-28 04:37:54
ITX000165,ACC00025,CUST00025,2026-04-30 21:07:26,DEBIT,3531.89,INR,MOBILE_BANKING,SUCCESS,2026-04-28 04:37:54
ITX000166,ACC00343,CUST00343,2026-05-26 07:07:48,DEBIT,53625.81,INR,ATM,SUCCESS,2026-04-28 04:37:54
ITX000167,ACC00054,CUST00054,2026-05-16 00:17:10,CR,6021.96,INR,NEFT,SUCCESS,2026-04-28 04:37:54
ITX000168,ACC00090,CUST00090,2026-05-01 20:02:41,Debit,5619.81,INR,UPI,PENDING,2026-04-28 04:37:54
ITX000169,ACC00077,CUST00077,2026-05-01 08:02:05,Dr,6882.48,INR,MOBILE_BANKING,FAILED,2026-04-28 04:37:54
ITX000170,ACC00379,CUST00379,2026-05-20 05:22:28,credit,2969.98,INR,UPI,PENDING,2026-04-28 04:37:54
ITX000171,ACC00266,CUST00266,2026-05-12 21:16:31,Credit,-5400.21,INR,UPI,PENDING,2026-04-28 04:37:54
ITX000172,ACC00194,CUST00194,2026-05-21 21:21:16,CREDIT,8762.06,INR,BRANCH,SUCCESS,2026-04-28 04:37:54
ITX000173,ACC00360,CUST00360,2026-05-25 10:03:21,DB,1683.59,INR,INTERNET_BANKING,SUCCESS,2026-04-28 04:37:54
ITX000174,ACC00095,CUST00095,2026-05-11 20:08:14,debit,3651.06,INR,MOBILE_BANKING,SUCCESS,2026-04-28 04:37:54
ITX000175,ACC00179,CUST00179,2026-05-14 06:47:45,C,6575.79,INR,IMPS,FAILED,2026-04-28 04:37:54
ITX000176,ACC00060,CUST00060,2026-04-29 15:37:49,Dr,1601.18,INR,MOBILE_BANKING,FAILED,2026-04-28 04:37:54
ITX000177,ACC00238,,2026-05-19 04:29:03,DB,8284.01,INR,IMPS,SUCCESS,2026-04-28 04:37:54
ITX000178,ACC00039,CUST00039,2026-05-08 01:54:33,D,0.0,INR,INTERNET_BANKING,SUCCESS,2026-04-28 04:37:54
ITX000179,ACC00371,CUST00371,2026-04-30 12:19:28,DEBIT,5781.58,INR,ATM,SUCCESS,2026-04-28 04:37:54
ITX000180,ACC00033,CUST00033,2026-05-24 00:43:05,debit,8305.47,INR,INTERNET_BANKING,SUCCESS,2026-04-28 04:37:54
ITX000181,ACC00340,CUST00340,2026-05-26 08:23:17,D,4410.86,INR,BRANCH,SUCCESS,2026-04-28 04:37:54
ITX000182,ACC00005,CUST00005,2026-04-30 22:45:27,Credit,5418.61,INR,POS,FAILED,2026-04-28 04:37:54
ITX000183,ACC00345,CUST00345,2026-04-27 06:28:18,debit,5074.51,XXX,CHEQUE,SUCCESS,2026-04-28 04:37:54
ITX000184,ACC00161,CUST00161,2026-05-13 15:27:41,Dr,2889.51,INR,POS,SUCCESS,2026-04-28 04:37:54
ITX000185,ACC00223,CUST00223,2026-05-20 08:51:12,DB,6144.1,INR,MOBILE_BANKING,FAILED,2026-04-28 04:37:54
ITX000186,ACC00099,CUST00099,2026-05-02 04:57:38,CREDIT,1714.64,INR,ATM,SUCCESS,2026-04-28 04:37:54
ITX000187,ACC00249,CUST00249,2026-05-27 21:36:50,C,73001.6,INR,BRANCH,SUCCESS,2026-04-28 04:37:54
ITX000188,ACC00423,CUST00423,2026-05-21 18:15:33,C,211074.03,INR,NEFT,SUCCESS,2026-04-28 04:37:54
ITX000189,ACC00358,CUST00358,2026-05-03 08:25:29,DEBIT,8764.32,INR,UPI,SUCCESS,2026-04-28 04:37:54
ITX000190,ACC00087,CUST00087,2026-05-19 04:40:54,Credit,399198.3,INR,ATM,SUCCESS,2026-04-28 04:37:54
ITX000191,ACC00447,CUST00447,2026-04-30 04:58:34,DEBIT,1876.66,INR,CHEQUE,FAILED,2026-04-28 04:37:54
ITX000192,ACC00001,CUST00001,2026-05-26 16:13:38,debit,85820.62,INR,UPI,SUCCESS,2026-04-28 04:37:54
ITX000193,ACC00274,CUST00274,2026-05-19 17:48:46,Cr,94020.61,INR,IMPS,SUCCESS,2026-04-28 04:37:54
ITX000194,ACC00106,CUST00106,2026-05-25 21:17:51,Dr,8839.36,INR,BRANCH,SUCCESS,2026-04-28 04:37:54
ITX000195,ACC00043,CUST00043,2026-05-13 15:18:01,DB,465220.38,INR,MOBILE_BANKING,FAILED,2026-04-28 04:37:54
ITX000196,ACC00054,CUST00054,2026-05-04 18:13:13,CREDIT,-9263.58,INR,CHEQUE,FAILED,2026-04-28 04:37:54
ITX000197,ACC00116,CUST00116,2026-05-19 23:47:00,DB,5130.21,GBP,IMPS,SUCCESS,2026-04-28 04:37:54
ITX000198,ACC00373,CUST00373,2026-05-24 07:11:24,Credit,7666.11,USD,MOBILE_BANKING,SUCCESS,2026-04-28 04:37:54
ITX000199,ACC00049,CUST00049,2026-05-17 06:05:42,DB,8272.67,INR,CHEQUE,SUCCESS,2026-04-28 04:37:54
ITX000200,ACC00335,CUST00335,2026-05-23 12:53:43,CREDIT,4724.18,INR,MOBILE_BANKING,SUCCESS,2026-04-28 04:37:54
ITX000129,ACC00157,CUST00157,2026-05-06 22:20:42,Dr,3047.66,,BRANCH,PENDING,2026-04-28 04:40:55
ITX000152,ACC00275,CUST00275,2026-05-22 15:41:04,debit,64855.18,INR,MOBILE_BANKING,PENDING,2026-04-28 04:37:54
